Model,VIN (1-10),County,City,2020 GEOID,State,Vehicle Location
WRANGLER,1C4RJXN69S,Yakima,Selah,53077003004,WA,POINT (-120.53145 46.65405)
MODEL 3,5YJ3E1EB4N,Yakima,Selah,53077003200,WA,POINT (-120.53145 46.65405)
MODEL Y,7SAYGDEE9T,Snohomish,Bothell,53061051921,WA,POINT (-122.20105 47.84423)
OUTLANDER,JA4T5VA97R,Snohomish,Everett,53061041100,WA,POINT (-122.23019 47.94949)
MODEL 3,5YJ3E1EC2L,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
VOLT,1G1RD6S55H,Snohomish,Everett,53061041304,WA,POINT (-122.23019 47.94949)
MODEL X,5YJXCAE24K,Snohomish,Bothell,53061051917,WA,POINT (-122.18384 47.8031)
RAV4 PRIME (PHEV),JTMAB3FV0R,Thurston,Olympia,53067011902,WA,POINT (-122.92018 47.04575)
SOUL,KNDJX3AE4G,Kitsap,Bremerton,53035080500,WA,POINT (-122.62749 47.565)
E-TRON,WA1LABGE7N,Thurston,Tumwater,53067010910,WA,POINT (-123.04078 46.94792)
LEAF,1N4AZ0CP7F,Snohomish,Edmonds,53061050200,WA,POINT (-122.31768 47.87166)
R1T,7FCTGAAL1N,Yakima,Selah,53077003004,WA,POINT (-120.53145 46.65405)
MODEL Y,7SAYGDEE2P,Snohomish,Bothell,53061052107,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EC8P,Yakima,Wapato,53077940008,WA,POINT (-120.42083 46.44779)
MODEL 3,5YJ3E1EB0L,Snohomish,Bothell,53061051934,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EA1L,Snohomish,Everett,53061041805,WA,POINT (-122.18637 47.89251)
BOLT EV,1G1FX6S08H,Island,Langley,53029971900,WA,POINT (-122.40618 48.0399)
FUSION,3FA6P0SU4H,Snohomish,Lake Stevens,53061052603,WA,POINT (-122.06402 48.01497)
LEAF,JN1AZ0CP7C,Snohomish,Everett,53061041901,WA,POINT (-122.27557 47.88936)
X3,5UXTS1C0XM,Chelan,Wenatchee,53007961303,WA,POINT (-120.30521 47.41493)
RX,JTJCJMGA6T,King,Kent,53033029101,WA,POINT (-122.23741 47.3807)
CX-90,JM3KKDHA7R,Whitman,Pullman,53075000201,WA,POINT (-117.18147 46.73015)
PANAMERA,WP0AK2A76M,Spokane,Spokane,53063002400,WA,POINT (-117.41162 47.65726)
LEAF,1N4CZ1CV1P,Thurston,Olympia,53067010200,WA,POINT (-122.87741 47.05997)
MODEL Y,5YJYGDEEXL,Snohomish,Everett,53061041500,WA,POINT (-122.23019 47.94949)
MODEL Y,5YJYGDEE4L,Snohomish,Brier,53061051914,WA,POINT (-122.29245 47.82557)
MODEL 3,5YJ3E1EA7L,King,Medina,53033024200,WA,POINT (-122.23892 47.61613)
XC90,YV4BC0PL4G,Kitsap,Bainbridge Island,53035090902,WA,POINT (-122.521 47.62759)
NIRO,KNDCR3LFXP,Snohomish,Bothell,53061052010,WA,POINT (-122.20105 47.84423)
MODEL S,5YJSA1H21F,Kitsap,Bremerton,53035091400,WA,POINT (-122.65223 47.57192)
NX,JTJHKCFZ9S,Thurston,Olympia,53067011902,WA,POINT (-122.92018 47.04575)
VOLT,1G1RD6E41C,Yakima,Yakima,53077001000,WA,POINT (-120.51904 46.59782)
VOLT,1G1RB6E48E,Snohomish,Everett,53061040800,WA,POINT (-122.20596 47.97659)
TX,5TDACAC68R,Snohomish,Snohomish,53061052203,WA,POINT (-122.09305 47.91265)
C-MAX,1FADP5CU4E,Snohomish,Bothell,53061051937,WA,POINT (-122.18384 47.8031)
GRAND CHEROKEE,1C4RJYB62R,Kitsap,Port Orchard,53035092101,WA,POINT (-122.68516 47.50645)
RX,JTJCJMGA5T,Spokane,Spokane,53063004500,WA,POINT (-117.39322 47.63374)
WRANGLER,1C4RJXN61R,Snohomish,Stanwood,53061053202,WA,POINT (-122.37265 48.24159)
MODEL S,5YJSA1H14E,Chelan,Malaga,53007961200,WA,POINT (-120.20227 47.37238)
MODEL Y,5YJYGDEEXL,King,Seattle,53033007201,WA,POINT (-122.34468 47.61578)
LEAF,1N4AZ0CPXD,Snohomish,Edmonds,53061050200,WA,POINT (-122.31768 47.87166)
FUSION,3FA6P0SU5E,Thurston,Olympia,53067011822,WA,POINT (-123.04078 46.94792)
EDV,7FCEHEB25R,Kitsap,Bremerton,53035092101,WA,POINT (-122.65223 47.57192)
SONATA,KMHE54L26H,Snohomish,Snohomish,53061052402,WA,POINT (-122.09305 47.91265)
LEAF,1N4AZ1BP4L,Island,Clinton,53029972000,WA,POINT (-122.35803 47.9796)
I3,WBY7Z6C54J,Snohomish,Bothell,53061052107,WA,POINT (-122.20105 47.84423)
LEAF,1N4BZ0CP9G,Snohomish,Edmonds,53061050200,WA,POINT (-122.31768 47.87166)
BOLT EV,1G1FY6S09L,Snohomish,Everett,53061040100,WA,POINT (-122.20596 47.97659)
FUSION,3FA6P0PUXE,Snohomish,Arlington,53061053509,WA,POINT (-122.1264 48.19471)
500,3C3CFFGE8D,Snohomish,Bothell,53061051935,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EB4J,Whitman,Pullman,53075000500,WA,POINT (-117.18147 46.73015)
MODEL Y,5YJYGDEE4L,Snohomish,Marysville,53061940001,WA,POINT (-122.17138 48.10433)
MODEL X,5YJXCDE28H,Snohomish,Snohomish,53061052107,WA,POINT (-122.1389 47.87115)
XC40,YV4ER3XM3R,Kitsap,Suquamish,53035940100,WA,POINT (-122.55242 47.73162)
MODEL S,5YJSA1E29H,Skagit,Mount Vernon,53057952403,WA,POINT (-122.32295 48.4152)
MODEL S,5YJSA1E2XH,Walla Walla,Walla Walla,53071920702,WA,POINT (-118.34261 46.07068)
MODEL 3,5YJ3E1EAXJ,Snohomish,Snohomish,53061052502,WA,POINT (-122.09305 47.91265)
MODEL Y,5YJYGDEE7L,Snohomish,Marysville,53061052805,WA,POINT (-122.1769 48.06114)
LEAF,1N4AZ0CP3E,Whitman,Pullman,53075000400,WA,POINT (-117.18147 46.73015)
LEAF,1N4AZ1CP7K,Snohomish,Everett,53061041201,WA,POINT (-122.23019 47.94949)
MODEL 3,5YJ3E1EA6K,Snohomish,Lynnwood,53061051932,WA,POINT (-122.29245 47.82557)
500,3C3CFFGE2F,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
PRIUS PRIME (PHEV),JTDKARFP5J,Whitman,Palouse,53075000700,WA,POINT (-117.07681 46.91015)
MODEL 3,5YJ3E1EB5K,Snohomish,Edmonds,53061050800,WA,POINT (-122.31768 47.87166)
I3,WBY8P2C5XK,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
I3,WBY8P2C0XL,Kitsap,Bremerton,53035081000,WA,POINT (-122.65223 47.57192)
ESCAPE,1FMCU0E14R,Thurston,Lacey,53067011300,WA,POINT (-122.82324 47.04437)
MODEL 3,5YJ3E1EB7J,Thurston,Olympia,53067011500,WA,POINT (-122.82324 47.04437)
LEAF,1N4BZ0CP3H,Snohomish,Edmonds,53061050402,WA,POINT (-122.31768 47.87166)
MODEL X,5YJXCDE29L,Skagit,Anacortes,53057940403,WA,POINT (-122.61216 48.51749)
VOLT,1G1RC6S59J,Yakima,Selah,53077003004,WA,POINT (-120.53145 46.65405)
MODEL S,5YJSA1E23J,Skagit,Sedro-Woolley,53057951503,WA,POINT (-122.23857 48.50879)
MODEL Y,7SAYGDEEXP,Snohomish,Monroe,53061052113,WA,POINT (-121.98087 47.8526)
MODEL S,5YJSA1CP8D,Kitsap,Poulsbo,53035940100,WA,POINT (-122.64681 47.73689)
MODEL 3,5YJ3E1EA1K,Snohomish,Lynnwood,53061051930,WA,POINT (-122.29245 47.82557)
MODEL Y,5YJYGAEE0M,Stevens,Chewelah,53065950700,WA,POINT (-117.71555 48.28136)
500,3C3CFFGEXF,Snohomish,Everett,53061041303,WA,POINT (-122.23019 47.94949)
CAYENNE,WP1AE2AY6K,Yakima,Yakima,53077002801,WA,POINT (-120.60272 46.59656)
NIRO,KNDCC3LD9K,Snohomish,Snohomish,53061052114,WA,POINT (-122.1389 47.87115)
LEAF,1N4AZ1CP2J,Snohomish,Lynnwood,53061051802,WA,POINT (-122.27734 47.83785)
MODEL 3,5YJ3E1EA4J,Kitsap,Bremerton,53035080900,WA,POINT (-122.65223 47.57192)
X5,5UXTA6C04N,Snohomish,Edmonds,53061050403,WA,POINT (-122.37695 47.81113)
XC60,YV4H60DL2R,Snohomish,Edmonds,53061050403,WA,POINT (-122.37695 47.81113)
MODEL Y,5YJYGDEE7L,Grant,Mattawa,53025011403,WA,POINT (-119.8995 46.73779)
Q5 E,WA1G2AFY3M,Yakima,Yakima,53077001100,WA,POINT (-120.51904 46.59782)
500,3C3CFFGE7G,Kitsap,Bremerton,53035080400,WA,POINT (-122.61136 47.5752)
CX-90,JM3KKEHA7R,Kitsap,Port Orchard,53035092300,WA,POINT (-122.63848 47.5414)
R1S,7PDSGCBAXT,Snohomish,Lynnwood,53061051402,WA,POINT (-122.29245 47.82557)
MODEL 3,5YJ3E1EB9L,Grant,Moses Lake,53025011101,WA,POINT (-119.2771 47.13196)
MODEL 3,5YJ3E1EB4J,Yakima,Yakima,53077000904,WA,POINT (-120.60272 46.59656)
E-GOLF,WVWKR7AUXK,Snohomish,Arlington,53061053507,WA,POINT (-122.1264 48.19471)
LEAF,1N4AZ0CP8F,Walla Walla,College Place,53071920302,WA,POINT (-118.38864 46.03456)
MODEL 3,5YJ3E1EB5J,Snohomish,Lake Stevens,53061053505,WA,POINT (-122.06402 48.01497)
MODEL 3,5YJ3E1EB0J,Thurston,Olympia,53067011810,WA,POINT (-123.04078 46.94792)
F-150,1FTVW1EV6P,Thurston,Olympia,53067012420,WA,POINT (-122.80933 46.99531)
LEAF,1N4BZ1DP2L,Kitsap,Bremerton,53035091900,WA,POINT (-122.61158 47.62691)
MODEL S,5YJSA1E41J,Snohomish,Marysville,53061052805,WA,POINT (-122.1769 48.06114)
SPORTAGE,KNDPYDAH1P,Snohomish,Snohomish,53061052107,WA,POINT (-122.1389 47.87115)
LEAF,1N4AZ0CP4D,Snohomish,Bothell,53061051917,WA,POINT (-122.18384 47.8031)
X5,5UX43EU04S,Yakima,Yakima,53077002803,WA,POINT (-120.71847 46.55029)
MODEL 3,5YJ3E1EA0K,Grant,Moses Lake,53025011101,WA,POINT (-119.2771 47.13196)
MODEL Y,7SAYGDEE8P,Thurston,Olympia,53067012223,WA,POINT (-122.87741 47.05997)
MODEL S,5YJSA1E21G,Kitsap,Poulsbo,53035940100,WA,POINT (-122.64681 47.73689)
MODEL X,5YJXCDE27J,Chelan,Wenatchee,53007960700,WA,POINT (-120.30521 47.41493)
MODEL 3,5YJ3E1EB0J,Island,Langley,53029971900,WA,POINT (-122.40618 48.0399)
WRANGLER,1C4JJXR67N,Thurston,Lacey,53067012226,WA,POINT (-122.78598 47.08476)
500,3C3CFFGE4F,King,Seattle,53033009400,WA,POINT (-122.30866 47.57874)
MODEL S,5YJSA1E43K,Skagit,Anacortes,53057940401,WA,POINT (-122.61216 48.51749)
AVIATOR,5LMYJ8XY2P,Grant,Moses Lake,53025011101,WA,POINT (-119.2771 47.13196)
EV9,KNDAEFS5XR,Snohomish,Arlington,53061052701,WA,POINT (-122.1264 48.19471)
WRANGLER,1C4JJXP62P,Chelan,Wenatchee,53007961102,WA,POINT (-120.30521 47.41493)
MODEL 3,5YJ3E1EB5J,Snohomish,Lynnwood,53061042004,WA,POINT (-122.27981 47.85727)
MODEL X,5YJXCAE45J,King,Seattle,53033008102,WA,POINT (-122.32945 47.60357)
F-150,1FTVW1EL8P,Whitman,Pullman,53075000400,WA,POINT (-117.18147 46.73015)
MODEL Y,5YJYGDEE2L,Snohomish,Monroe,53061052203,WA,POINT (-121.98087 47.8526)
MODEL S,5YJSA1E24G,King,Kenmore,53033022101,WA,POINT (-122.24369 47.75892)
IONIQ,KMHC85LJXM,King,Bellevue,53033024701,WA,POINT (-122.12096 47.55584)
SORENTO,KNDRJDLH8N,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
MODEL Y,7SAYGDEE0T,Kitsap,Bainbridge Island,53035090902,WA,POINT (-122.521 47.62759)
LEAF,JN1AZ0CP8B,King,Seattle,53033011401,WA,POINT (-122.35163 47.54287)
GRAND CHEROKEE,1C4RJYB65P,King,Maple Valley,53033032010,WA,POINT (-122.04526 47.39394)
LEAF,1N4AZ0CP8E,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
MODEL Y,7SAYGDEE6P,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
IX,WB523CF01S,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
IONIQ,KMHC65LD5K,Snohomish,Lake Stevens,53061052606,WA,POINT (-122.06402 48.01497)
CX-90,JM3KKEHA0R,King,Kirkland,53033022402,WA,POINT (-122.2066 47.67887)
XC40,YV4ED3UMXP,Kitsap,Bremerton,53035081200,WA,POINT (-122.62749 47.565)
CORSAIR,5LMTJ5DZ2S,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
SOLTERRA,JTMABABA4R,King,Burien,53033026802,WA,POINT (-122.36322 47.49736)
FUSION,3FA6P0PU2H,King,Seattle,53033000404,WA,POINT (-122.33364 47.73709)
ESCAPE,1FMCU0E18R,King,Seattle,53033000102,WA,POINT (-122.30253 47.72656)
TAYCAN,WP0AB2Y15M,Thurston,Olympia,53067011821,WA,POINT (-122.89165 47.03954)
CYBERTRUCK,7G2CEHEDXR,King,Sammamish,53033032207,WA,POINT (-122.03539 47.61344)
C-MAX,1FADP5CU0G,King,Seattle,53033005902,WA,POINT (-122.36381 47.63046)
MODEL 3,5YJ3E1EAXN,King,Newcastle,53033025005,WA,POINT (-122.11589 47.50243)
IONIQ 6,KMHM54AC8R,King,Shoreline,53033021100,WA,POINT (-122.30304 47.75494)
LEAF,1N4AZ0CP5E,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
BOLT EV,1G1FX6S09H,King,Kent,53033029508,WA,POINT (-122.19976 47.37483)
MUSTANG MACH-E,3FMTK3SU4R,King,Issaquah,53033032103,WA,POINT (-122.03439 47.5301)
LEAF,1N4BZ0CP3H,King,Seattle,53033012000,WA,POINT (-122.36322 47.49736)
MODEL Y,7SAYGAEEXP,King,Sammamish,53033032216,WA,POINT (-122.02054 47.60326)
BOLT EV,1G1FX6S04J,Thurston,Olympia,53067010100,WA,POINT (-122.89165 47.03954)
R1T,7FCTGAAA3P,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
RAV4 PRIME (PHEV),JTMEB3FV3S,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEEXP,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
Q4,WA1L2BFZ7P,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
MODEL Y,5YJYGDEE5M,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
IONIQ 5,7YAKM4DA3S,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EBXJ,King,Seattle,53033008900,WA,POINT (-122.30866 47.57874)
SORENTO,KNDRJDJHXT,King,Seattle,53033009100,WA,POINT (-122.32945 47.60357)
EQE-CLASS SUV,4JGGM1CB3S,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
MODEL 3,5YJ3E1EC6M,Cowlitz,Kalama,53015001601,WA,POINT (-122.84226 46.00813)
I4,WBY73AW08P,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
IX,WB523CF00P,King,Sammamish,53033032217,WA,POINT (-122.03539 47.61344)
CAYENNE,WP1AE2AY2P,King,Auburn,53033030504,WA,POINT (-122.2229 47.307)
EV9,5XYAEFS54T,King,Lake Forest Park,53033021400,WA,POINT (-122.30304 47.75494)
MUSTANG MACH-E,3FMTK4SE4N,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
MODEL Y,7SAYGDEE1T,Cowlitz,Woodland,53015001503,WA,POINT (-122.74017 45.9094)
MODEL 3,5YJ3E1EA0P,King,Seattle,53033005600,WA,POINT (-122.40092 47.65908)
EQS-CLASS SUV,4JGDM4EB8P,King,Bellevue,53033024704,WA,POINT (-122.12096 47.55584)
MODEL Y,5YJYGDEE6L,King,Redmond,53033032325,WA,POINT (-122.13158 47.67858)
FOCUS,1FADP3R47E,Snohomish,Lake Stevens,53061052706,WA,POINT (-122.06402 48.01497)
X5,5UXTA6C06N,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
MODEL 3,5YJ3E1EA2S,King,Seattle,53033007203,WA,POINT (-122.34845 47.63283)
MODEL Y,7SAYGDEF9N,Snohomish,Snohomish,53061052206,WA,POINT (-122.09305 47.91265)
MODEL S,5YJSA1E22G,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
SOLTERRA,JTMABABA5P,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
MODEL 3,5YJ3E1EB3P,Snohomish,Edmonds,53061050800,WA,POINT (-122.37695 47.81113)
530E,WBA13AG08P,Snohomish,Everett,53061041606,WA,POINT (-122.18637 47.89251)
VOLT,1G1RB6E4XC,King,Seattle,53033012000,WA,POINT (-122.36322 47.49736)
MODEL Y,7SAYGDEE5P,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MUSTANG MACH-E,3FMTK3SU6M,Stevens,Nine Mile Falls,53065951402,WA,POINT (-117.54392 47.77676)
RAV4 PRIME (PHEV),JTMEB3FV1R,King,Shoreline,53033020302,WA,POINT (-122.33364 47.73709)
BOLT EUV,1G1FZ6S02P,King,Burien,53033028500,WA,POINT (-122.32472 47.44519)
MODEL Y,7SAYGAEE0R,King,Bellevue,53033023701,WA,POINT (-122.1621 47.64441)
HARDTOP,WMW13DJ02N,King,Renton,53033029304,WA,POINT (-122.08747 47.4466)
MODEL Y,5YJYGAEE7M,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
F-150,1FTVW1ELXN,King,Kent,53033029306,WA,POINT (-122.17743 47.41185)
MODEL S,5YJSA1CN0D,King,Auburn,53033030600,WA,POINT (-122.2229 47.307)
MODEL 3,5YJ3E1EA0P,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
RAV4 PRIME (PHEV),JTMFB3FV8S,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
EQUINOX,3GN7DLRP5R,Kitsap,Poulsbo,53035090201,WA,POINT (-122.64681 47.73689)
Q4,WA1A5BFZ5S,Clark,Camas,53011040609,WA,POINT (-122.40177 45.58705)
R1T,7FCTGAAA5P,King,Seattle,53033010101,WA,POINT (-122.30866 47.57874)
IONIQ 5,KM8KMDAF6P,King,Auburn,53033030503,WA,POINT (-122.2229 47.307)
VOLT,1G1RB6E42D,King,Seattle,53033007502,WA,POINT (-122.32427 47.63433)
NIRO,KNDCT3L1XP,King,Renton,53033025805,WA,POINT (-122.19488 47.44034)
MODEL Y,7SAYGDEE0P,King,Kirkland,53033022300,WA,POINT (-122.22901 47.72201)
KONA,KM8K53AG9N,King,Seattle,53033011901,WA,POINT (-122.25031 47.49481)
RZ,JTJBCACB4T,King,Seattle,53033002200,WA,POINT (-122.30253 47.72656)
500,3C3CFFGE8F,King,Seattle,53033007700,WA,POINT (-122.31009 47.60803)
BOLT EUV,1G1FY6S0XP,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
BZ4X,JTMABACA2R,Clark,Vancouver,53011040908,WA,POINT (-122.70303 45.70954)
R1S,7PDSGCBA8T,King,Seattle,53033005000,WA,POINT (-122.35436 47.67596)
IONIQ 5,KM8KRDDF1R,King,Woodinville,53033032320,WA,POINT (-122.15545 47.75448)
MODEL Y,7SAYGDEEXT,King,Bellevue,53033023801,WA,POINT (-122.1872 47.61001)
BOLT,1G1FY6EV2V,King,Shoreline,53033020301,WA,POINT (-122.33364 47.73709)
MODEL X,7SAXCAE57P,Kitsap,Silverdale,53035091205,WA,POINT (-122.69275 47.65171)
R1S,7PDSGBBA3S,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
TAYCAN,WP0BB2Y19S,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
MODEL 3,5YJ3E1EB5L,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EB9L,King,Seattle,53033000601,WA,POINT (-122.30253 47.72656)
SOLTERRA,JTMABABA7R,Thurston,Tumwater,53067010910,WA,POINT (-123.04078 46.94792)
IONIQ 5,7YAKM4DB9S,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
R1T,7FCTGBAA9R,King,Kirkland,53033022402,WA,POINT (-122.2066 47.67887)
HUMMER EV SUV,1GKB0NDE2R,King,Seattle,53033008300,WA,POINT (-122.34223 47.61085)
X5,5UXTA6C07M,Kitsap,Indianola,53035940000,WA,POINT (-122.51843 47.7487)
MODEL 3,5YJ3E1EA4P,Thurston,Tenino,53067012620,WA,POINT (-122.85135 46.85752)
CYBERTRUCK,7G2CEHED7R,King,Redmond,53033022803,WA,POINT (-122.13158 47.67858)
MODEL Y,5YJYGDEE9M,Clark,Vancouver,53011041319,WA,POINT (-122.48723 45.63701)
MODEL Y,7SAYGDEF4N,King,Sammamish,53033032225,WA,POINT (-122.02054 47.60326)
F-150,1FTVW3L73R,King,Renton,53033025202,WA,POINT (-122.18839 47.51197)
LEAF,1N4AZ0CPXD,Snohomish,Lake Stevens,53061052506,WA,POINT (-122.06402 48.01497)
EV9,5XYAFFS5XT,King,Shoreline,53033020200,WA,POINT (-122.37238 47.74068)
CYBERTRUCK,7G2CEHEE2R,King,Issaquah,53033032104,WA,POINT (-122.03439 47.5301)
MODEL 3,5YJ3E1EAXP,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
PRIUS,JTDKN3DP3C,King,Seattle,53033011901,WA,POINT (-122.25031 47.49481)
MODEL 3,5YJ3E1EA7L,King,Federal Way,53033030310,WA,POINT (-122.36217 47.31011)
GLC-CLASS,W1NKM5GB6T,King,Seattle,53033005600,WA,POINT (-122.40092 47.65908)
EV6,KNDC4DLC1N,Snohomish,Mukilteo,53061042001,WA,POINT (-122.29196 47.89908)
MODEL 3,5YJ3E1EB6K,King,Redmond,53033022606,WA,POINT (-122.13158 47.67858)
F-150,1FT6W3L77R,King,Seattle,53033001400,WA,POINT (-122.37238 47.74068)
MODEL 3,5YJ3E1EB7M,King,Bellevue,53033022805,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EA8T,King,Kirkland,53033021905,WA,POINT (-122.22901 47.72201)
CX-70,JM3KJDHA7S,Snohomish,Everett,53061041809,WA,POINT (-122.27557 47.88936)
MODEL 3,5YJ3E1EA1P,Clark,Vancouver,53011041325,WA,POINT (-122.49212 45.60365)
E-TRON,WA1VAAGE9M,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
MODEL Y,7SAYGDEF6R,King,Sammamish,53033032213,WA,POINT (-122.03539 47.61344)
R1S,7PDSGABPXT,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
F-150,1FT6W7L71R,King,Tukwila,53033026300,WA,POINT (-122.25031 47.49481)
IONIQ 5,7YAKRDDC7T,Kitsap,Indianola,53035940000,WA,POINT (-122.51843 47.7487)
BOLT EUV,1G1FZ6S09P,King,Seattle,53033004401,WA,POINT (-122.31307 47.66127)
MODEL Y,7SAYGDEF3N,King,Sammamish,53033032211,WA,POINT (-122.03539 47.61344)
MODEL 3,5YJ3E1EA9J,Snohomish,Stanwood,53061053301,WA,POINT (-122.37265 48.24159)
F-150,1FT6W3LU1S,Snohomish,Lake Stevens,53061052706,WA,POINT (-122.06402 48.01497)
MODEL Y,5YJYGDEE8L,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EB0K,Snohomish,Lake Stevens,53061052505,WA,POINT (-122.06402 48.01497)
MODEL Y,5YJYGDEE6M,King,Woodinville,53033032319,WA,POINT (-122.15545 47.75448)
TUCSON,KM8JFDD24R,King,Redmond,53033022902,WA,POINT (-122.13158 47.67858)
IX,WB523CF04P,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
ID. BUZZ,WVGNYVEB5S,King,Burien,53033027600,WA,POINT (-122.36322 47.49736)
BOLT EV,1G1FY6S07L,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
SOLTERRA,JTMBEAGC7T,Kitsap,Suquamish,53035940100,WA,POINT (-122.55242 47.73162)
MODEL Y,7SAYGDEE1N,King,Sammamish,53033032316,WA,POINT (-122.02054 47.60326)
MUSTANG MACH-E,3FMTK3SUXP,Thurston,Olympia,53067011100,WA,POINT (-122.92018 47.04575)
MODEL Y,7SAYGDEE2P,King,Burien,53033027400,WA,POINT (-122.29411 47.48924)
MODEL 3,5YJ3E1EA6K,Snohomish,Snohomish,53061041610,WA,POINT (-122.1389 47.87115)
MODEL Y,7SAYGDEEXR,Clark,Vancouver,53011040907,WA,POINT (-122.70303 45.70954)
MODEL 3,5YJ3E1EA6R,King,Bellevue,53033023807,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EA3P,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDED7T,King,Kent,53033029405,WA,POINT (-122.17743 47.41185)
LEAF,1N4AZ0CP0F,King,Kent,53033029701,WA,POINT (-122.19976 47.37483)
MUSTANG MACH-E,3FMTK3S55P,King,Kent,53033029306,WA,POINT (-122.17743 47.41185)
NIRO,KNDCT3L10R,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EA3L,King,Bellevue,53033023808,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE9P,Clark,Vancouver,53011041325,WA,POINT (-122.49212 45.60365)
I4,WBY73AW07P,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
BOLT EUV,1G1FY6S08P,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
MODEL Y,7SAYGAEE3N,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
CYBERTRUCK,7G2CEHED7R,King,Federal Way,53033030308,WA,POINT (-122.36217 47.31011)
XC60,YV4H60DL7R,King,Bellevue,53033024904,WA,POINT (-122.12096 47.55584)
MODEL Y,7SAYGDEE9T,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
GLC-CLASS,W1NKM5GB0S,King,Bellevue,53033023100,WA,POINT (-122.11867 47.63131)
XC90,YV4H600L8N,King,Seattle,53033002600,WA,POINT (-122.31676 47.68156)
BOLT EV,1G1FX6S00H,King,Seattle,53033012000,WA,POINT (-122.36322 47.49736)
MODEL S,5YJSA1E25L,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
I4,WBY73AW06R,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE2R,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
MODEL Y,7SAYGDEE7P,King,Kirkland,53033022005,WA,POINT (-122.22901 47.72201)
NIRO,KNDCS3LF0R,King,Seattle,53033000402,WA,POINT (-122.37238 47.74068)
Q8,WA1CAAGEXR,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
EV6,KNDC3DLC8P,King,Seattle,53033008200,WA,POINT (-122.34223 47.61085)
MODEL S,5YJSA1H1XE,King,Kirkland,53033022300,WA,POINT (-122.22901 47.72201)
MODEL 3,5YJ3E1EB0M,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDED5T,King,Issaquah,53033025006,WA,POINT (-122.03439 47.5301)
